uid,task,format,model_id,model_label,valid,judge,geometry,topology,qa_s,qa_p,jsem_native,condition,scorecard,qa_details,generated,gt_mesh,mesh,gt_render,pred_render
0093/00934405,parametric,openscad,deepseek_v41flash,DeepSeek V4.1 Flash (high),True,0.9166666666666666,0.57504,0.9888103333333333,1.0,0.875,,cases/0093_00934405/parametric/openscad/deepseek_v41flash/condition.txt,cases/0093_00934405/parametric/openscad/deepseek_v41flash/scorecard.json,,assets/1225bc6caca77e13723d19414a0a57ed7d0059ddc5d1ce4741fcd1ce2193e77e.scad,assets/be88ee71f06db3ca0ebc088398e85727981cc1dd20586f25a374a8d870a0ed25.stl,assets/cb55226e48df4213666b7b1f09b851a351ad840a9b9e9de7dbe02735cbe78b6c.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/b3fca82115065013e24037dec964f76e5df12e6d71c0b9f2eee53a90b71c63cf.png
0093/00934405,parametric,openscad,doubao21,Doubao Seed 2.1 Pro (Thinking),True,0.9166666666666666,0.39336000000000004,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/doubao21/condition.txt,cases/0093_00934405/parametric/openscad/doubao21/scorecard.json,,assets/e497d7f59de581eb435e6701dd7c0f0f09e53f983f2d75d15a4e0fc6dc7fb563.scad,assets/5f96193c18da157a6f852ff32f0c8f4f1318293268baf91c428d4c9aefe69d58.stl,assets/6ac6be3fb73c5224e90da0319020826905ea4c96bc528926a78b0ab8960ce2e4.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/487f6cfd4992e2fa2e67a446dd443a889239b415264f30e14c1f2dbfa9571033.png
0093/00934405,parametric,openscad,glm53flash,GLM-5.3-Flash (high),True,0.9166666666666666,0.45282,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/glm53flash/condition.txt,cases/0093_00934405/parametric/openscad/glm53flash/scorecard.json,,assets/87051533351ec0009c11bd4c55f02b54c1d54e02c12370bcae7e4803d05aeb52.scad,assets/5f96193c18da157a6f852ff32f0c8f4f1318293268baf91c428d4c9aefe69d58.stl,assets/f02fdc5f6cc774b727346c7394dd1bbdf6c67513df7ea9ac299231a94ec6b92d.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/f763ce0fd37408781c2827d810eda57e3acb1fccf4120c33503573a0db365d06.png
0085/00852511,descriptive,json,gpt6_probe,GPT-6 (xhigh),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/gpt6_probe/condition.txt,cases/0085_00852511/descriptive/json/gpt6_probe/scorecard.json,cases/0085_00852511/descriptive/json/gpt6_probe/qa_details.json,assets/a9f63a166e19a115774324e071cbdd9e439ec466c29efb5393caf2011c839131.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/af2bc29d82ff11ea8f565b16d303b5df791afa82a3972c43886d7df431bdb5a4.stl,assets/9bbc668871bded0e68f8c35cbea43f01af0e95d8ce8b0436f80c9025fba9941b.png,assets/e8004763af498e2ecc8726e906f618898f795f9d2e159c80ea4b52507231d76c.png
0085/00852511,descriptive,json,gemini38_flash,Gemini 3.8 Flash (high),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/gemini38_flash/condition.txt,cases/0085_00852511/descriptive/json/gemini38_flash/scorecard.json,cases/0085_00852511/descriptive/json/gemini38_flash/qa_details.json,assets/a088a221f0d3bf906c58d02c0cddeadd367d06814f18160d4f46bfdc6dcd69d5.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/ce864a226a41ffcc2f9fd34596c915adbc113e33abda3b1e5ed1345c953fea8a.stl,assets/95ec538e2f8ebd93b927343e00cc08723fb0461fa53a4ff19fd2a477ab626022.png,assets/0df242bfccf55f3e30e312b350936ccd533a49bab5c483c3f857696ae1f79c58.png
0085/00852511,descriptive,json,qwen38max,Qwen3.8-Max (xhigh),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/qwen38max/condition.txt,cases/0085_00852511/descriptive/json/qwen38max/scorecard.json,cases/0085_00852511/descriptive/json/qwen38max/qa_details.json,assets/27aa3306a783ce7e22fa2bd244d8d2ebafd0ffe18c91b1b7e43fff910fa2f355.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/2bcc5440fe93114ab57df375aaea5a02959341bc4533b60749ae09c801058870.stl,assets/e58d1fccd9cc34985f537d4e232b557a6777d2e7d1289cd641a22df913b6094b.png,assets/5d389ceb1cc60af0031cdab804eb62a4f0efb15d8eb3995e11eea629d9381b57.png
0085/00852511,descriptive,json,grok46,Grok 4.6 (high),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/grok46/condition.txt,cases/0085_00852511/descriptive/json/grok46/scorecard.json,cases/0085_00852511/descriptive/json/grok46/qa_details.json,assets/03f1c94e93c896f8ed15c0bd2c451e1183b1bc98985844009b82e4f01ca98773.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/4d1b638c8127386f37573e996fa3f3837335bf8db853cfc434cef01c17ea1036.stl,assets/95ec538e2f8ebd93b927343e00cc08723fb0461fa53a4ff19fd2a477ab626022.png,assets/bfc1afa5ad617a29c2d665f8536a3c5e532b1efacb4ba160cc99984efdc15535.png
0085/00852511,descriptive,json,kimi_k3,Kimi K3 (max),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/kimi_k3/condition.txt,cases/0085_00852511/descriptive/json/kimi_k3/scorecard.json,cases/0085_00852511/descriptive/json/kimi_k3/qa_details.json,assets/2b29a8a44eba9f83d8368c262c48dd986bb58aaa517427be5127cb06f4b2c6c1.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/80489ef88e7749716aedb2ab5ecd01f9e0fdb715d8e3b834bf121c0b198d5d4d.stl,assets/e58d1fccd9cc34985f537d4e232b557a6777d2e7d1289cd641a22df913b6094b.png,assets/3c5c86a621197d39cad9e6fe74d774cd09b3d4137417549f6b4182ea01e81386.png
0085/00852511,descriptive,json,claude_opus5,Claude Opus 5 (max),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/claude_opus5/condition.txt,cases/0085_00852511/descriptive/json/claude_opus5/scorecard.json,cases/0085_00852511/descriptive/json/claude_opus5/qa_details.json,assets/789e5c1284b3b0c3d46f9f94f660be5f661afd4dd4fa043ca0a90dcde842b207.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/4a58b9aa1a96c92bb67586eeed3e1ba23413018e9700eeb796e8e045f9eb433c.stl,assets/95ec538e2f8ebd93b927343e00cc08723fb0461fa53a4ff19fd2a477ab626022.png,assets/4e656c12d24de994c7e2583877f646b98fd9c1673c694dd81232c2754bdb5712.png
0085/00852511,descriptive,json,glm53_official,GLM-5.3 (high),True,0.875,,,0.75,,10,cases/0085_00852511/descriptive/json/glm53_official/condition.txt,cases/0085_00852511/descriptive/json/glm53_official/scorecard.json,cases/0085_00852511/descriptive/json/glm53_official/qa_details.json,assets/2be716685934f5a47c2818dae1c49057a32f47cc32f58eeada3e94d241dd79c9.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/8f62ce6aa194dd15ad54c9fb4df6f4a740e5f97f6f819b4f911c18c3e7de9890.stl,assets/e58d1fccd9cc34985f537d4e232b557a6777d2e7d1289cd641a22df913b6094b.png,assets/718525f19bfa4633c0acb9b33e018b5b6da69f29c85c45488da41a59a347284d.png
0085/00852511,descriptive,json,deepseek_v41flash,DeepSeek V4.1 Flash (high),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/deepseek_v41flash/condition.txt,cases/0085_00852511/descriptive/json/deepseek_v41flash/scorecard.json,cases/0085_00852511/descriptive/json/deepseek_v41flash/qa_details.json,assets/96a0f92badabc2c8a14faa23438013203a8d82ecfc559ef7b8d0c791f98180a4.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/adb0b4c66b9cfc2ae061d608b219b256222645cd4dacea272417aa6690d6cf33.stl,assets/caaa308054ca2998e781643f5b92fbc9800fadb130d8d1ac38b28b4d4b4e12ff.png,assets/ba692d7ad9b1c926633ad281a88874efff421d5b99dbcd4b034d83496346ceed.png
0085/00852511,descriptive,json,doubao21,Doubao Seed 2.1 Pro (Thinking),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/doubao21/condition.txt,cases/0085_00852511/descriptive/json/doubao21/scorecard.json,cases/0085_00852511/descriptive/json/doubao21/qa_details.json,assets/d61ddf779841575561c67643cfbff1be3ce91e3b2d22ff56d91a6722df088d6a.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/f5c66a25204c7a59b83ec60f241c8ed2ed357407a6f71c33c9595afe92614e2e.stl,assets/e58d1fccd9cc34985f537d4e232b557a6777d2e7d1289cd641a22df913b6094b.png,assets/ba354d2e2915276660d0ca8c9e544918966dbde06c128754a1d95384d97bacba.png
0085/00852511,descriptive,json,glm53flash,GLM-5.3-Flash (high),True,1.0,,,1.0,,10,cases/0085_00852511/descriptive/json/glm53flash/condition.txt,cases/0085_00852511/descriptive/json/glm53flash/scorecard.json,cases/0085_00852511/descriptive/json/glm53flash/qa_details.json,assets/9b46ef2e21edf281c1ad0c13fe88d4040b3c0b3dc31c54ae757eec0659cb6bb3.json,assets/d88e8cd2401a0f824526c76a6eb8091e60803e0171c2744e5460ac1c720a2387.stl,assets/aa2890251806485704580c4a0bce39e24cba64fca877c949d27f41f0cd625f3e.stl,assets/e58d1fccd9cc34985f537d4e232b557a6777d2e7d1289cd641a22df913b6094b.png,assets/da6cac210781efeba58ca8ae314812f4d4ab8c81fbb3a9f316398fd294981a1c.png
0015/00155951,parametric,json,gpt6_probe,GPT-6 (xhigh),True,0.8333333333333334,0.16607999999999998,1.0,0.75,0.875,,cases/0015_00155951/parametric/json/gpt6_probe/condition.txt,cases/0015_00155951/parametric/json/gpt6_probe/scorecard.json,cases/0015_00155951/parametric/json/gpt6_probe/qa_details.json,assets/8bd5bef5240f5218ea9a0b462fe6c1706bbad652966062b0e538ff66b05cd292.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/435216337bc83fd2c18beeed5642d74ac149d4f879754cacf294539f6298a23c.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/7b1b033c7376bb2c0986909cb24e6a818a995d61c5f9a1c7e3336c7089eca6ea.png
0015/00155951,parametric,json,gemini38_flash,Gemini 3.8 Flash (high),True,0.5833333333333334,0.21972,1.0,0.5,0.625,,cases/0015_00155951/parametric/json/gemini38_flash/condition.txt,cases/0015_00155951/parametric/json/gemini38_flash/scorecard.json,cases/0015_00155951/parametric/json/gemini38_flash/qa_details.json,assets/f835769dca5b2885133f7fc497b431ada36e335e980a0c1531dde5110f4f115d.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/1e128ac0144e95ae8803dd8b9c6546709538542cf2d85740f4ce0fd697cdda08.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/e4ad0ce524af8999a6a23d337d3053f81d8336585f5ddfec6e8cf6831045f7b6.png
0015/00155951,parametric,json,qwen38max,Qwen3.8-Max (xhigh),True,0.9166666666666666,0.71414,1.0,0.75,1.0,,cases/0015_00155951/parametric/json/qwen38max/condition.txt,cases/0015_00155951/parametric/json/qwen38max/scorecard.json,cases/0015_00155951/parametric/json/qwen38max/qa_details.json,assets/ed3884a6acb0f0d19da4f71de1d91281df96f8fbd86815673bc24755f169f9ff.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/409698a3707fc1bf3844150b7cb90b0989eb0f9e67088ddbcfc08cec7952aa15.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/3617bb1891c2312d6345186ac1020584090ab26fc0ae3f8a77e24a70268e6807.png
0015/00155951,parametric,json,grok46,Grok 4.6 (high),True,0.8333333333333334,0.42796,1.0,0.75,0.875,,cases/0015_00155951/parametric/json/grok46/condition.txt,cases/0015_00155951/parametric/json/grok46/scorecard.json,cases/0015_00155951/parametric/json/grok46/qa_details.json,assets/6adca25a15800f6b3ce4a41de271b166b7aba1815f493ca93aeea729cedd59d6.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/fc067b43a0cd4c6c65784442c62c619411c6ac6b6f0086606f718121f63f315b.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/444c6b23818709ff71c487e3b2699a5df43f660c77b6e070829c88f3479289ca.png
0015/00155951,parametric,json,kimi_k3,Kimi K3 (max),True,0.9166666666666666,0.50328,1.0,0.75,1.0,,cases/0015_00155951/parametric/json/kimi_k3/condition.txt,cases/0015_00155951/parametric/json/kimi_k3/scorecard.json,cases/0015_00155951/parametric/json/kimi_k3/qa_details.json,assets/c22d2c51c2fe4e1d94d91a5b72f1efb3a81ab2bc459fbc26ee66c3ff73a6910e.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/a1252e09a3ca185e95b42dd736b62a13ff8abcc814947d7994b28dcf061d29a4.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/fd7286baeee21e3bac9dd579f40e934981e8b3c0c9f8d514e9d02b0d3ee98e78.png
0015/00155951,parametric,json,claude_opus5,Claude Opus 5 (max),True,0.9166666666666666,0.3043,1.0,0.75,1.0,,cases/0015_00155951/parametric/json/claude_opus5/condition.txt,cases/0015_00155951/parametric/json/claude_opus5/scorecard.json,cases/0015_00155951/parametric/json/claude_opus5/qa_details.json,assets/a857733f40257b54f353c7d2b868d9ddfe024bab6e6193ccbaf632a2e15cf827.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/e92ddc0de765c40a272b3f19e4d58a922b60dfbe4a943a24bc8fec38178d967b.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/b00d7779cf7ba34ff24ad17d098314c024c7c345b35f76d8c85a111018398fa2.png
0015/00155951,parametric,json,glm53_official,GLM-5.3 (high),True,1.0,0.72298,1.0,1.0,1.0,,cases/0015_00155951/parametric/json/glm53_official/condition.txt,cases/0015_00155951/parametric/json/glm53_official/scorecard.json,cases/0015_00155951/parametric/json/glm53_official/qa_details.json,assets/cffe139c41b1effae65fc54b777a9b3964429faec8ebfb512a87ea52c36ca755.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/84710c03f46b5257c84b597310636e8a2982f7815dc9b9aca693f1b290151729.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/70d2c0d3491d95ee6f36eb6ae2ca4ee26e6ddb575d576d22cb70863dff05cb6c.png
0015/00155951,parametric,json,deepseek_v41flash,DeepSeek V4.1 Flash (high),True,1.0,0.23056000000000001,1.0,1.0,1.0,,cases/0015_00155951/parametric/json/deepseek_v41flash/condition.txt,cases/0015_00155951/parametric/json/deepseek_v41flash/scorecard.json,cases/0015_00155951/parametric/json/deepseek_v41flash/qa_details.json,assets/18ffb149becb29a7a7721388e08cf60c55d8da65fb1bd17ce1f73700f591b347.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/05215ed0ab90e2b36ce1d32c3bac12e63e3f8cdf5792dfc559e818c2362a9477.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/58a5ba5a6c2d098c1d4a4e1d770c316abe9b79b710ce19d42039b1c8719210b4.png
0015/00155951,parametric,json,doubao21,Doubao Seed 2.1 Pro (Thinking),True,0.5833333333333334,0.6915600000000001,1.0,0.0,0.875,,cases/0015_00155951/parametric/json/doubao21/condition.txt,cases/0015_00155951/parametric/json/doubao21/scorecard.json,cases/0015_00155951/parametric/json/doubao21/qa_details.json,assets/e44108a718f1c95fcc6c73ca7aa4c44533cc8b230b405febe33207957eeca385.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/d3dbddaa8a88d98d7c76a876c02d0d8ed406f4248a61905adfdc99edded22065.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/d39debbb4e744ba766ddfb55ae46a78e163e318a2e2320c4e4503e5bcfd93f81.png
0015/00155951,parametric,json,glm53flash,GLM-5.3-Flash (high),True,0.75,0.40142,1.0,0.5,0.875,,cases/0015_00155951/parametric/json/glm53flash/condition.txt,cases/0015_00155951/parametric/json/glm53flash/scorecard.json,cases/0015_00155951/parametric/json/glm53flash/qa_details.json,assets/e9adbf0dc866da61bf1a39ae2c8f869683e7f1088c62e9fed48064c1a6222d27.json,assets/41e308a29dd07404fd3567d21bac0b03aaaa207e95c638091784b38f0bd12bd8.stl,assets/1192fead9aa25bbecea4251c3ca825312749a78afd7ed05e7b4fae78fbf9b5b4.stl,assets/44d1bd18c65347d9fa3b61954d7cdaf4790732a66f12b9a5e72c893b174bcef1.png,assets/873cbe9390d58e003e9ef860576401217aed3d410c8953c4380abace415c9cfe.png
